CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
265,42.501266,Male,53.557472,18.398832,1.436178,6.6496906,Standard,Quarterly,831.5823,22.94905,0
266,40.928104,Male,47.101425,14.219423,7.8789096,24.69062,Basic,Monthly,422.84515,23.651905,0
267,47.169285,Male,7.5633826,7.8588037,2.1039643,7.263478,Premium,Quarterly,428.30017,16.014246,0
268,32.721745,Male,12.983322,18.01918,1.8313028,8.588464,Standard,Quarterly,696.7857,8.673462,0
269,33.893177,Male,13.766212,24.059769,1.3804622,3.5626779,Standard,Annual,702.5769,16.439425,0
270,44.91899,Male,41.011086,13.956857,1.5149176,17.611675,Premium,Quarterly,556.5926,9.817152,0
271,58.19403,Male,23.943384,23.2216,5.755315,10.370068,Basic,Annual,530.5219,20.497765,0
272,27.774683,Male,16.064667,20.051899,2.4386456,10.358924,Standard,Quarterly,563.4106,9.095445,0
273,38.22049,Female,45.352936,14.711318,1.5011227,4.971787,Standard,Annual,760.98724,5.7501082,0
274,34.748936,Male,50.350376,23.689392,7.9936767,4.227323,Basic,Annual,678.0677,17.196102,0
275,36.036255,Female,43.705753,23.66625,8.387079,13.865623,Standard,Annual,699.6949,6.5799427,0
276,30.79316,Male,24.29757,7.11966,1.8311727,11.403744,Basic,Quarterly,509.88284,21.703915,0
277,51.344265,Male,51.565994,15.148449,6.1821938,20.001194,Basic,Annual,668.4777,14.323504,0
278,30.370584,Male,41.468197,21.96457,1.1594651,5.1504307,Premium,Annual,689.452,17.05151,0
279,60.416794,Female,20.019154,6.680962,1.4160485,27.545017,Basic,Monthly,541.2093,14.177274,0
280,29.013128,Male,44.087467,11.991134,2.052523,17.081415,Premium,Quarterly,655.8684,19.26456,0
281,39.015167,Male,35.19588,7.455566,3.9801795,10.265608,Basic,Annual,705.72125,22.47932,0
282,45.587482,Male,42.98665,17.244522,5.103526,8.567314,Basic,Annual,507.69882,22.132807,0
283,43.360245,Male,43.40419,18.281897,4.5846324,12.779584,Basic,Annual,640.6781,18.573359,0
284,30.529295,Male,41.511673,7.905669,1.1855345,5.2806845,Premium,Annual,767.27545,16.395933,0
285,38.192547,Male,12.038952,24.073383,5.378511,19.777355,Standard,Annual,530.5331,25.105307,0
286,40.317364,Male,33.24986,5.819432,2.1853926,7.9051967,Standard,Quarterly,744.4155,12.440992,0
287,40.59707,Male,17.96121,20.713476,1.1092861,13.617554,Standard,Quarterly,649.21344,20.44097,0
288,36.312798,Male,15.517042,25.666508,3.3959408,24.718042,Standard,Annual,519.2416,26.335892,0
289,41.40508,Male,12.40847,21.32298,2.404798,17.715633,Standard,Quarterly,792.2286,25.89561,0
290,48.516243,Female,46.831097,20.823544,2.0333247,18.135912,Premium,Quarterly,591.3449,8.414475,0
291,44.861134,Female,22.078524,23.6462,2.8026903,14.087242,Standard,Annual,727.27185,8.138931,0
292,47.726604,Male,47.373943,20.416231,2.4727063,18.309795,Basic,Quarterly,404.52643,19.687557,0
293,44.563313,Female,31.698444,19.53761,1.6434783,15.902339,Standard,Quarterly,833.6893,4.4006047,0
294,37.686504,Male,35.79285,6.1617618,1.4871445,16.491638,Premium,Quarterly,727.811,20.438112,0
295,46.83583,Female,17.87602,17.092682,1.4116554,16.015831,Standard,Quarterly,725.47186,5.5688405,0
296,39.00911,Male,20.270117,13.408563,3.355786,12.17866,Basic,Quarterly,416.24405,17.62731,0
297,37.97883,Male,10.985622,19.53845,1.2590897,9.113859,Premium,Quarterly,669.2872,17.204376,0
298,24.96706,Female,40.957264,21.315634,2.2337043,21.735472,Standard,Quarterly,306.71594,6.673055,0
299,35.053455,Male,42.21007,24.118286,4.934641,10.40973,Basic,Annual,431.06192,24.614481,0
300,48.109592,Male,27.633093,22.83416,3.2555718,11.33931,Standard,Annual,661.7335,17.902462,0
301,39.587303,Male,17.174036,19.399473,1.227952,12.299744,Standard,Quarterly,616.951,11.1413,0
302,34.581364,Male,23.411283,11.876317,1.4202056,15.122075,Basic,Quarterly,768.3244,25.230295,0
303,42.65836,Female,10.738432,10.253567,4.680103,9.150379,Standard,Quarterly,704.9165,7.378075,0
304,52.45862,Male,48.724205,16.564983,7.13121,11.527257,Basic,Monthly,277.59192,25.435951,0
305,30.485601,Male,38.845135,7.8175683,4.769669,7.0923934,Basic,Annual,649.288,20.270382,0
306,29.597782,Male,37.30563,12.03213,0.9279506,14.617041,Standard,Quarterly,791.5831,17.289236,0
307,46.0762,Female,45.841637,8.8625965,2.4276123,8.318479,Basic,Annual,767.80975,6.6175146,0
308,42.357365,Male,30.308653,24.29991,1.42236,15.217246,Standard,Quarterly,784.4957,13.021176,0
309,31.882269,Female,33.28347,11.763728,3.0016015,12.166666,Standard,Quarterly,774.1724,6.638185,0
310,54.51767,Female,37.12586,10.273113,1.520385,22.617714,Premium,Quarterly,628.7861,6.5052238,0
311,38.212803,Male,28.237288,25.10396,1.3288727,14.07896,Standard,Quarterly,743.8927,15.548157,0
312,36.223587,Female,50.48294,15.266482,1.4625645,16.23393,Standard,Quarterly,812.03,4.5369935,0
313,51.144447,Female,26.484892,23.788124,9.19956,8.942802,Basic,Annual,475.3942,5.4923835,0
314,34.433765,Female,46.507137,16.486256,1.8109012,12.184606,Standard,Annual,716.95306,8.089285,0
315,30.192938,Female,18.656397,9.8553705,8.838597,9.974523,Premium,Quarterly,409.59937,7.782414,0
316,27.42891,Male,46.56889,12.981354,1.3782754,22.751724,Premium,Quarterly,559.4145,20.931585,0
317,39.173687,Female,43.862278,7.9478583,1.393923,13.841794,Standard,Quarterly,819.8369,7.515296,0
318,36.583687,Female,30.536457,7.0635934,8.517294,9.6910515,Standard,Annual,837.7689,6.0002475,0
319,50.441757,Female,18.170837,21.398476,1.9840347,11.2112255,Standard,Quarterly,626.8485,5.6138587,0
320,50.292706,Female,20.113602,5.345405,8.109254,5.5281444,Basic,Quarterly,411.5473,5.125152,0
321,48.20037,Male,16.221209,21.519451,6.3918924,12.987211,Standard,Annual,818.6029,18.119543,0
322,59.28015,Male,44.023335,12.085715,8.832734,14.414495,Basic,Monthly,375.4908,17.482384,0
323,48.385674,Female,40.575478,18.228058,4.5581045,14.401153,Basic,Annual,483.464,5.766401,0
324,49.286617,Male,42.046646,21.113684,3.0090985,10.284803,Basic,Annual,611.89124,21.520418,0
325,31.863085,Female,48.085854,8.250488,1.3019233,13.007782,Premium,Annual,698.02216,7.6515675,0
326,56.797764,Male,23.593264,11.249816,2.2603,8.006357,Basic,Quarterly,343.4621,19.725033,0
327,51.135246,Female,15.192911,22.848694,6.1127605,23.952353,Standard,Quarterly,413.1,10.854388,0
328,37.40002,Female,35.503345,26.333727,1.8188732,8.381186,Standard,Annual,798.64703,5.380051,0
329,38.162292,Female,28.891968,18.82527,2.507094,8.266358,Standard,Annual,548.8931,6.7676816,0
330,32.65212,Male,28.081688,21.664173,2.6030679,9.394493,Basic,Annual,533.49585,23.311443,0
331,35.42199,Male,9.787277,10.995531,2.9747446,11.057177,Premium,Quarterly,706.41,15.271307,0
332,42.058483,Male,27.37173,20.792791,2.0411804,5.7628508,Standard,Quarterly,715.605,19.92603,0
333,40.103867,Male,23.335716,18.170723,2.1658833,11.581982,Standard,Quarterly,626.0397,13.260756,0
334,43.218925,Male,47.456375,21.74805,2.6948626,8.957363,Standard,Annual,737.4589,14.178305,0
335,37.338383,Male,37.107727,9.296413,5.2320676,17.869982,Basic,Annual,633.7853,16.024048,0
336,25.065647,Male,13.230957,9.858305,1.9138038,12.003998,Standard,Quarterly,800.2224,16.716969,0
337,36.260937,Male,28.390022,21.448524,1.2007625,15.617361,Standard,Quarterly,754.4492,21.164198,0
338,42.772415,Female,17.202019,8.53512,3.4964838,8.654156,Standard,Quarterly,598.1975,7.278097,0
339,24.10451,Male,16.6457,11.825749,0.38021466,14.625912,Premium,Quarterly,766.48004,21.998993,0
340,34.223694,Male,35.45841,13.314277,7.6096706,7.548914,Basic,Annual,709.75134,24.150312,0
341,35.23121,Female,11.529964,8.71645,1.5879121,8.343415,Standard,Quarterly,681.98236,7.4879866,0
342,39.28706,Male,47.640076,9.738668,1.8055758,22.937975,Premium,Quarterly,732.4455,16.697958,0
343,42.654236,Male,38.919773,27.32017,2.191889,18.98409,Standard,Annual,569.62885,7.9888334,0
344,39.00487,Male,47.778404,19.507736,1.3230834,9.170955,Standard,Quarterly,864.2387,16.254303,0
345,52.459442,Male,17.653244,6.5865655,7.079574,6.844706,Basic,Quarterly,278.43417,11.014439,0
346,43.60716,Male,41.77121,20.941233,2.9198654,13.268824,Standard,Annual,806.41785,11.828,0
347,53.38088,Male,44.751053,16.982134,4.966713,23.689156,Basic,Quarterly,504.56152,16.789825,0
348,27.552864,Female,25.220009,7.8813906,0.81264806,11.405073,Standard,Quarterly,728.5664,7.1779447,0
349,29.045269,Male,30.446327,21.628439,1.6999512,5.6335044,Standard,Annual,844.1939,7.594357,0
350,49.35227,Male,24.74709,20.924883,1.7081027,7.8444986,Standard,Quarterly,733.06274,14.532403,0
351,55.492935,Male,41.406868,4.368562,8.015324,16.864998,Basic,Monthly,280.32025,22.241861,0
352,44.805412,Female,26.063976,19.088194,6.163406,27.778933,Standard,Quarterly,758.61,7.149821,0
353,43.10516,Male,17.490261,14.917497,2.3103812,5.9414506,Premium,Quarterly,591.04,13.993945,0
354,42.888683,Male,23.005442,18.153477,2.096325,7.466945,Premium,Quarterly,559.8571,13.131949,0
355,28.31249,Female,37.014812,16.969767,0.8495877,8.179137,Premium,Annual,718.4302,6.513817,0
356,47.311268,Male,37.606438,8.867551,2.97766,11.169673,Basic,Quarterly,694.9197,19.780638,0
357,47.252354,Male,38.257874,21.542393,1.6619617,11.536144,Basic,Quarterly,566.3382,16.253677,0
358,26.402325,Male,13.849245,23.771606,1.0879548,13.615386,Standard,Quarterly,624.5498,8.465473,0
359,31.253456,Male,24.834572,6.952564,7.4309034,25.796305,Standard,Quarterly,282.59933,15.590599,0
360,39.8588,Female,26.004246,9.116583,2.8151915,5.5111737,Standard,Annual,737.19696,6.2852874,0
361,37.33223,Male,21.875486,15.304542,1.2168581,5.2670913,Standard,Quarterly,836.60126,21.804949,0
362,41.162647,Male,23.300074,25.143648,1.3216844,10.080299,Standard,Quarterly,602.15265,13.16033,0
363,26.648222,Female,17.652212,7.687905,6.582881,15.581901,Standard,Quarterly,583.02936,7.471309,0
364,34.340664,Male,16.990961,18.633806,7.115829,15.373122,Standard,Quarterly,457.13507,15.669842,0
365,51.21373,Male,51.335175,17.941608,7.336772,2.5438895,Basic,Annual,682.3201,21.043753,0
366,33.833015,Male,22.154142,13.033594,2.3238442,22.728615,Basic,Quarterly,677.3894,25.231827,0
367,45.28906,Female,22.830387,21.75843,2.4622748,7.7547007,Standard,Quarterly,815.97455,5.9973083,0
368,52.480915,Male,42.02409,15.960476,7.4166727,2.8444524,Basic,Monthly,426.55713,23.85962,0
369,33.305386,Male,36.4063,11.70564,1.2937348,12.9463415,Standard,Quarterly,871.67334,8.766451,0
370,45.428387,Female,40.771687,22.71106,3.2561045,24.998816,Premium,Annual,651.622,9.041239,0
371,40.51091,Male,16.47403,19.615301,3.1597986,14.79719,Basic,Quarterly,321.12366,25.24159,0
372,42.71558,Male,37.999317,17.503496,2.512732,3.7365127,Premium,Annual,691.4994,11.876922,0
373,55.089443,Male,28.11457,11.036188,5.1119876,17.357817,Basic,Quarterly,449.22577,16.801222,0
374,45.022987,Male,25.594181,22.501032,4.0737534,11.832446,Standard,Annual,479.11545,8.619309,0
375,49.965553,Male,23.427965,14.0026245,8.462747,26.881435,Basic,Quarterly,821.83527,21.117123,0
376,33.344402,Male,19.747168,16.326134,4.0227475,23.067236,Standard,Quarterly,737.03326,11.847963,0
377,56.695328,Female,17.8689,24.320078,4.9665647,7.0341344,Standard,Annual,838.4712,8.470954,0
378,34.316677,Male,34.87482,20.788399,1.4024916,12.646799,Standard,Quarterly,719.18384,15.056925,0
379,47.564972,Male,32.192574,11.3242855,6.4944606,21.781593,Basic,Quarterly,860.43756,12.875838,0
380,29.141376,Male,37.089905,22.884293,0.9530351,15.174877,Standard,Quarterly,718.95886,21.369316,0
381,34.727192,Female,16.805656,19.86909,4.856972,13.6388035,Standard,Quarterly,751.869,5.321506,0
382,44.497242,Male,32.320724,16.602654,2.1681566,14.646083,Basic,Quarterly,493.08023,18.999098,0
383,30.467499,Male,10.123278,17.440704,8.113002,16.811098,Premium,Quarterly,523.36383,22.144768,0
384,26.45906,Male,31.113125,13.3944435,3.1545572,13.979465,Premium,Quarterly,594.90186,12.425162,0
385,26.75829,Female,16.128271,20.619291,1.2258906,7.275493,Standard,Quarterly,821.0336,6.264586,0
386,25.38135,Male,19.976786,21.162354,5.5487537,19.001326,Standard,Annual,721.06573,22.403498,0
387,48.27109,Male,40.298573,7.6303134,3.291448,12.823793,Basic,Quarterly,725.1279,9.421872,0
388,48.090538,Female,35.995934,6.9923654,8.877549,23.533295,Basic,Quarterly,819.93756,9.697336,0
389,28.122095,Male,38.24528,14.701139,4.656784,9.41497,Basic,Annual,741.25885,21.156998,0
390,41.37991,Male,48.92589,10.389173,1.1414361,8.855154,Premium,Quarterly,604.00024,9.7794485,0
391,31.899252,Male,34.00359,10.27221,2.6979883,7.022582,Basic,Annual,742.33185,20.35262,0
392,57.357723,Female,23.238922,13.574502,7.352349,27.623814,Basic,Quarterly,644.4093,13.74719,0
393,29.187712,Female,47.632023,27.3127,1.2063332,2.6546836,Standard,Annual,864.7784,5.4464593,0
394,41.027225,Female,41.86263,11.114513,1.5104499,5.2640877,Premium,Annual,631.4436,6.601856,0
395,41.170555,Male,33.31011,19.70333,1.0120752,14.742949,Standard,Quarterly,743.752,22.579939,0
396,40.412796,Female,18.881723,13.958277,2.407045,10.964854,Standard,Quarterly,662.9138,7.1114554,0
397,31.557165,Male,38.933475,9.262921,6.1865897,16.473543,Basic,Annual,774.2207,19.460165,0
398,36.315353,Male,41.711235,10.870315,1.3882017,5.6879125,Premium,Quarterly,711.69525,10.586058,0
399,31.57057,Male,21.96906,8.891938,1.3032503,15.183208,Standard,Quarterly,827.01306,15.583823,0
400,32.734905,Male,13.154266,11.792825,3.5537527,19.714308,Standard,Quarterly,803.86365,11.28028,0
401,30.310907,Male,20.67061,8.017709,1.2126801,4.3172364,Premium,Quarterly,674.77454,21.178064,0
402,44.45408,Male,28.699764,12.847056,6.7418137,5.3487277,Basic,Annual,593.3502,23.615633,0
403,36.158634,Male,31.491056,11.877722,6.9984345,11.524452,Basic,Annual,530.0145,25.232256,0
404,44.789078,Male,39.76769,17.50936,6.44845,10.568267,Basic,Annual,744.89325,23.523096,0
405,55.869564,Male,36.106693,11.373358,7.944123,13.37129,Basic,Quarterly,803.76117,11.390778,0
406,30.661541,Male,28.181276,14.838012,1.0804996,8.656576,Premium,Quarterly,708.5112,7.9563093,0
407,45.321095,Male,42.3599,22.445524,2.389379,24.963797,Basic,Monthly,253.8355,23.949837,0
408,36.58673,Male,48.37986,24.31019,1.8982875,16.995035,Standard,Annual,715.94745,13.309302,0
409,39.122765,Female,45.247105,22.347895,3.080683,8.799027,Standard,Quarterly,746.2728,5.0726466,0
410,49.991207,Female,28.17041,12.666323,7.090081,23.490274,Basic,Quarterly,293.82623,10.987488,0
411,33.860184,Male,20.080938,8.587094,6.2725954,8.662455,Basic,Annual,591.2029,22.68579,0
412,43.821663,Male,37.118034,9.019371,1.6076154,14.099851,Basic,Quarterly,654.4342,20.327465,0
413,24.630884,Female,19.053112,15.714117,7.720283,19.811901,Standard,Quarterly,579.5826,10.276241,0
414,26.303965,Female,16.60111,22.830885,0.8093598,10.158943,Standard,Quarterly,725.43634,5.2351985,0
415,31.21802,Female,27.39579,18.813803,2.2834606,13.942364,Standard,Annual,746.96436,7.007093,0
416,37.896503,Female,37.539597,21.672373,2.4228363,5.6179996,Standard,Annual,544.75604,6.5459285,0
417,36.899788,Male,50.345406,15.311976,4.115098,8.583564,Standard,Annual,703.119,8.888889,0
418,35.386356,Male,19.233912,20.267654,3.1537595,15.607606,Standard,Quarterly,613.4897,24.824333,0
419,49.74688,Male,48.222336,4.118901,1.7487665,8.873799,Basic,Quarterly,273.17688,22.222471,0
420,60.221825,Female,39.638012,20.536364,8.949111,25.414734,Basic,Monthly,612.171,13.825354,0
421,39.58799,Male,15.96075,13.616878,3.2221258,4.166332,Premium,Quarterly,643.38934,21.707079,0
422,46.622334,Female,48.95253,23.768831,5.9358044,8.498587,Standard,Annual,674.1628,5.653724,0
423,37.71949,Female,47.565193,6.2960086,8.149223,6.4450865,Basic,Annual,678.37494,5.984135,0
424,43.743923,Female,42.54787,13.272671,2.3311918,10.276635,Premium,Annual,693.16565,6.810782,0
425,30.94953,Male,41.44464,25.215233,6.382559,14.698947,Basic,Annual,480.37665,26.220823,0
426,52.65368,Male,25.143377,5.284781,7.45862,12.640295,Basic,Annual,705.426,20.642824,0
427,55.364986,Female,27.341501,22.90512,5.2128634,23.899157,Basic,Quarterly,251.70259,13.156387,0
428,34.97708,Male,22.764864,16.484156,3.7493489,10.838757,Basic,Quarterly,386.01843,19.399,0
429,45.924385,Male,45.289608,11.481106,3.6230078,13.045786,Basic,Quarterly,806.8817,13.612523,0
430,30.352812,Male,41.276703,15.454935,1.3760097,6.756593,Premium,Quarterly,694.46106,20.282923,0
431,43.090652,Male,30.413084,10.925209,3.5381472,5.2035823,Basic,Quarterly,308.2336,15.938998,0
432,47.565113,Female,46.738968,10.968849,2.1614857,7.321458,Basic,Annual,819.20764,7.0085325,0
433,55.975925,Female,14.133333,13.881812,7.203292,24.638338,Standard,Quarterly,794.7903,9.57159,0
434,35.133408,Female,31.372162,10.944785,1.2464697,14.785213,Premium,Quarterly,710.11145,7.974526,0
435,27.3807,Male,39.172394,14.761114,5.206462,19.76028,Basic,Annual,651.0687,18.32469,0
436,54.85442,Male,43.08889,10.213354,4.449736,14.886469,Basic,Annual,666.2129,25.64434,0
437,39.95308,Male,26.802254,23.280495,1.7609799,14.171536,Standard,Quarterly,504.70297,9.198084,0
438,46.903587,Male,12.970652,13.357991,2.588878,8.18556,Standard,Quarterly,736.67535,18.045668,0
439,35.18356,Male,25.594482,21.231133,4.229256,8.30693,Standard,Annual,811.6846,19.181421,0
440,33.47531,Male,23.060482,15.264398,1.494256,15.556252,Standard,Quarterly,730.90186,22.424646,0
441,29.535786,Female,43.819294,10.047809,2.0656517,7.7185426,Standard,Annual,775.094,6.9918118,0
442,33.299942,Male,30.32723,13.048581,1.3388042,11.458246,Standard,Quarterly,785.93396,16.144821,0
443,33.377537,Male,26.012701,18.47431,0.7980571,10.711299,Standard,Quarterly,714.4242,8.751729,0
444,37.328823,Male,9.852198,9.38114,6.779878,13.042938,Premium,Quarterly,667.45337,13.8335495,0
445,33.428085,Male,40.225708,18.202822,1.048495,14.46569,Premium,Quarterly,620.1922,16.09324,0
446,35.272717,Male,40.163326,14.139426,2.300043,8.718311,Basic,Quarterly,831.7033,21.231977,0
447,49.00175,Female,21.810608,5.9494987,5.903179,17.948828,Basic,Quarterly,293.40216,8.374711,0
448,28.819014,Male,27.347609,8.360921,6.4239745,23.264196,Premium,Quarterly,425.66635,16.220455,0
449,43.47539,Male,43.771996,9.944035,4.006881,16.680962,Basic,Quarterly,380.97925,16.21047,0
450,38.18734,Female,46.61142,14.919191,6.7221656,23.022493,Standard,Quarterly,303.69095,7.441916,0
451,39.007286,Female,17.13381,13.948383,6.552015,8.010709,Standard,Quarterly,750.8449,6.094911,0
452,41.661953,Female,38.405785,14.95447,2.802473,20.250813,Standard,Quarterly,768.58795,5.291427,0
453,56.11599,Male,34.44822,4.9724813,3.4886518,25.209183,Basic,Quarterly,824.6039,25.373367,0
454,39.91036,Male,18.544504,7.023621,8.992495,18.68253,Basic,Quarterly,316.16797,22.698309,0
455,28.697351,Male,30.140722,19.353186,0.6704204,14.73553,Standard,Quarterly,793.2907,8.318122,0
456,33.350662,Male,28.708694,15.105405,1.2180591,6.4886317,Standard,Quarterly,854.8681,7.756544,0
457,30.787916,Male,30.39189,9.099449,2.2826245,8.427286,Basic,Quarterly,550.61273,21.768593,0
458,56.23286,Female,25.677954,9.931001,7.7708397,13.223311,Basic,Quarterly,426.82358,5.397383,0
459,41.167427,Male,15.820533,24.507006,5.874382,5.471563,Standard,Annual,550.5966,20.494175,0
460,34.517784,Male,33.811527,15.332399,2.70406,13.495282,Premium,Quarterly,419.2095,10.181028,0
461,37.354683,Female,30.198713,20.844215,1.73941,11.803041,Standard,Annual,764.28375,6.5897236,0
462,42.328197,Male,46.33034,7.7402825,2.4052389,10.0609255,Basic,Quarterly,690.41724,15.278118,0
463,49.95425,Male,38.43892,5.787027,7.52578,6.2002845,Basic,Monthly,280.838,25.00512,0
464,36.192577,Male,44.623642,15.4742155,1.4720013,9.29174,Basic,Quarterly,804.4782,19.490532,0
465,52.069904,Male,48.002216,9.13127,4.372739,15.306511,Basic,Annual,757.0855,21.766977,0
466,38.95225,Female,16.890162,8.220886,3.5226905,15.404529,Standard,Quarterly,893.73126,6.6816907,0
467,57.166843,Male,23.329866,9.873314,5.375159,20.526478,Basic,Quarterly,788.45795,19.812355,0
468,26.412605,Male,41.564465,16.555744,2.4086726,15.329819,Premium,Annual,570.1248,13.935601,0
469,37.164196,Male,41.371983,14.504077,1.9944673,7.4802265,Basic,Quarterly,478.504,14.506473,0
470,37.996952,Male,23.323568,16.789822,1.5038619,3.79116,Standard,Quarterly,783.2819,10.711516,0
471,30.403877,Male,41.55208,14.029102,4.61701,9.298354,Basic,Annual,571.41235,21.840824,0
472,26.844814,Female,17.03421,15.834202,2.4647067,17.196854,Standard,Quarterly,313.92285,7.875985,0
473,43.76791,Female,44.819263,17.743515,1.946604,7.5904675,Standard,Quarterly,698.7581,5.7827516,0
474,38.729904,Female,29.30709,24.623856,1.795454,10.208349,Standard,Annual,762.6993,6.4209085,0
475,37.571304,Female,47.510456,19.105171,3.429305,12.634523,Standard,Annual,534.92474,7.1861935,0
476,43.8463,Male,34.436264,23.738394,3.1732862,17.091467,Standard,Annual,731.11194,15.183594,0
477,40.77607,Male,15.051294,20.745716,4.71576,11.751871,Standard,Quarterly,807.64154,13.2894745,0
478,50.459335,Male,48.63267,16.140013,1.2058103,9.16561,Basic,Quarterly,418.78146,16.763016,0
479,48.918095,Male,34.65428,7.5697417,2.2070308,12.48523,Basic,Quarterly,360.76144,13.75441,0
480,42.302418,Male,32.858536,5.345348,3.6400251,6.496535,Basic,Annual,578.5561,15.260718,0
481,45.9308,Male,27.713816,16.132696,1.7653902,7.8141127,Standard,Quarterly,753.97034,16.314583,0
482,27.13791,Male,39.046898,15.628731,0.8709905,11.110733,Basic,Quarterly,719.7542,23.382896,0
483,35.538837,Male,11.389011,13.029405,2.1425066,8.522958,Standard,Quarterly,665.82465,13.324236,0
484,34.079582,Male,37.820797,5.099775,3.9216988,10.476706,Basic,Annual,416.02823,8.775131,0
485,32.98575,Male,23.137999,15.416157,1.1072168,14.9351425,Standard,Quarterly,724.5607,8.011173,0
486,40.943943,Male,23.828447,13.733001,8.664266,10.287062,Basic,Quarterly,405.12112,13.569278,0
487,56.024296,Female,31.215149,14.240601,1.7768103,21.698841,Premium,Quarterly,607.02,8.598717,0
488,42.81501,Male,47.849247,7.518191,1.7652608,5.679851,Standard,Annual,808.97736,10.539143,0
489,36.077713,Male,15.536049,11.4991865,1.163624,4.0599265,Standard,Quarterly,811.2146,17.05374,0
490,37.23433,Male,21.945885,15.257836,2.1863613,7.0789876,Premium,Quarterly,440.49387,14.111702,0
491,30.752115,Male,26.649975,24.68352,4.545013,19.80301,Standard,Annual,251.37193,18.006472,0
492,46.481842,Male,40.112926,24.94217,2.081596,13.148003,Standard,Annual,801.86383,18.24679,0
493,54.176857,Male,32.693466,23.51727,2.3260381,18.8485,Basic,Quarterly,747.4423,19.82389,0
494,34.864742,Male,14.463848,14.829065,2.9003193,18.745344,Standard,Quarterly,488.14667,22.095778,0
495,50.832447,Male,28.595953,11.048979,1.7467577,7.9143124,Basic,Quarterly,725.79706,15.488269,0
496,53.042114,Male,38.50518,7.336148,8.042587,17.752047,Basic,Quarterly,529.35876,13.871255,0
497,51.359344,Male,40.45975,6.020661,5.1485415,12.358455,Basic,Annual,827.5967,11.474127,0
498,40.911705,Male,43.770397,17.417881,1.5984411,6.620731,Basic,Annual,656.1063,18.354685,0
499,48.20633,Male,45.891945,10.92129,3.4042454,5.70502,Basic,Annual,753.1794,19.965878,0
500,32.665497,Male,11.120235,23.972847,1.5046251,11.289277,Standard,Quarterly,760.1256,10.53689,0
501,37.515434,Female,30.973276,17.763805,1.9512436,15.364379,Standard,Quarterly,802.0683,6.2555175,0
502,33.6732,Male,40.481426,21.737663,1.2934678,15.360342,Standard,Annual,669.664,11.110231,0
503,44.10947,Male,18.34819,16.488523,1.224298,12.469786,Premium,Quarterly,676.0947,8.348295,0
504,35.101334,Male,24.800611,24.249836,1.6314539,12.583879,Standard,Quarterly,681.73975,18.691143,0
505,38.770233,Female,13.8407,8.290315,3.8554122,18.70682,Standard,Quarterly,701.1685,7.815586,0
506,38.801342,Male,11.089338,12.640706,4.423911,16.805285,Standard,Quarterly,748.0284,10.767028,0
507,28.756334,Male,28.640503,28.7853,5.7537007,10.678457,Basic,Annual,277.8223,23.53647,0
508,36.480286,Male,20.729967,6.671349,1.4248278,20.762205,Premium,Quarterly,760.25964,16.369751,0
509,31.292303,Male,44.381035,24.66287,2.178854,14.416376,Basic,Annual,549.96106,20.593357,0
510,28.645203,Female,26.417465,7.334932,5.544278,12.138497,Standard,Quarterly,467.27332,5.035238,0
511,29.648722,Male,27.209496,16.89495,1.1200476,15.280124,Standard,Quarterly,715.6608,17.775986,0
512,35.83825,Male,40.47575,15.857209,1.7971998,11.166275,Basic,Quarterly,718.2478,17.811829,0
513,27.713694,Male,34.85486,12.050034,1.3145909,8.250519,Standard,Quarterly,849.82794,8.778966,0
514,30.642756,Male,19.597383,9.399958,0.87373424,8.88345,Standard,Quarterly,749.4502,11.146079,0
515,38.061745,Male,13.549673,24.02056,4.80431,22.674295,Standard,Quarterly,376.6226,16.811596,0
516,43.217007,Female,43.621815,11.414546,1.900689,13.630171,Standard,Quarterly,811.65625,6.4107575,0
517,35.711636,Male,18.044977,24.718882,1.5211082,6.889271,Standard,Quarterly,814.7901,16.874369,0
518,26.862707,Male,42.403126,24.670286,4.39264,18.76014,Standard,Annual,464.9476,9.871583,0
519,37.815308,Male,46.094955,7.7039905,8.855259,15.355643,Basic,Annual,699.26294,15.015801,0
520,39.14968,Male,25.310246,16.608034,2.448765,8.95736,Standard,Quarterly,847.2377,15.325391,0
521,37.284855,Male,31.590563,8.806904,1.1482913,12.077959,Basic,Quarterly,794.0317,26.353432,0
522,30.222828,Male,14.947136,25.469704,2.3954184,4.4457974,Standard,Annual,766.20557,19.676937,0
523,27.22032,Female,53.06586,12.958606,6.4218307,22.389225,Standard,Annual,700.3608,5.9397807,0
524,53.651978,Female,15.793644,14.108729,8.358371,4.4503484,Basic,Quarterly,639.8408,8.018024,0
525,55.889427,Female,40.400177,21.468544,6.275603,27.639507,Basic,Monthly,551.6045,5.73933,0
526,44.477146,Male,17.552734,24.834867,1.9017016,11.486033,Standard,Quarterly,686.67053,9.819281,0
527,28.681412,Male,44.982227,24.949738,2.358937,13.047262,Standard,Annual,612.78,10.956631,0
528,36.927025,Male,41.968582,22.503897,2.692546,10.248052,Standard,Annual,717.8367,14.358322,0
529,34.44319,Female,32.478497,16.847824,3.9232492,19.453936,Standard,Quarterly,414.16846,6.198832,0
530,27.825153,Male,43.124794,10.995213,0.5721257,14.177815,Premium,Quarterly,765.9306,8.64794,0
